CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Customer_Segment
AF-885,5.123963979403259,1.9459101490553132,5.874902640569862,2,-1.7405828670920387,-0.1445820572090459,Loyal Customers
AG-10270,3.713572066704308,3.9512437185814275,9.272225772324303,1,0.9441507363630601,0.0654240243563708,Champions
AG-10300,1.0986122886681098,3.7376696182833684,9.473848305282004,1,1.0011606589069493,-0.2071399954791593,Champions
AG-10330,2.1972245773362196,4.219507705176107,9.584349637292004,1,1.8744255593865249,0.24433975971660044,Champions
AG-10390,4.74493212836325,3.784189633918261,9.042396116683223,1,0.2544265674224632,0.36949405251334805,Champions
AG-10495,4.3694478524670215,4.143134726391533,9.640908418885907,1,1.560066350424284,0.7129097038328458,Champions
AG-10525,2.5649493574615367,3.4657359027997265,9.044281419277645,2,0.2640424228243719,-0.49617154198516344,Loyal Customers
AG-10675,3.871201010907891,3.970291913552122,9.474613275371473,1,1.1645358360805322,0.24853477059407442,Champions
AG-10765,3.367295829986474,3.8066624897703196,9.192764772012728,1,0.7089691446258033,-0.1492464733214688,Champions
AG-10900,4.060443010546419,4.189654742026425,9.807811752700944,1,1.973634837089483,0.7465270509840104,Champions
AG-270,2.6390573296152584,2.833213344056216,7.930496092721219,2,-0.6905460219914543,-0.970214668667149,Loyal Customers
AG-300,4.59511985013459,2.8903717578961645,7.440915615725565,2,-1.0566682486874523,-0.41789391176290924,Loyal Customers
AG-330,1.0986122886681098,2.3978952727983707,6.279543415825711,2,-1.0298620699229304,-1.238093765857082,Loyal Customers
AG-390,4.727387818712341,2.3978952727983707,6.16144358070355,2,-1.4207278670388526,-0.4720184236571274,Loyal Customers
AG-495,3.8918202981106265,2.833213344056216,6.912734860262488,2,-0.973792488423576,-0.8158328666549595,Loyal Customers
AG-525,2.772588722239781,2.6390573296152584,7.962651110433734,2,-0.7766579775735156,-0.9899369684347218,Loyal Customers
AG-675,5.159055299214529,3.258096538021482,7.770278500223852,2,-1.026527268226615,0.2425179679017212,Loyal Customers
AG-765,4.74493212836325,2.70805020110221,7.528617747316271,2,-1.1859328116344365,-0.33640664221884187,Loyal Customers
AG-900,3.1780538303479458,2.3978952727983707,7.4386599624215926,2,-0.9979286218440299,-1.0319071997768383,Loyal Customers
AH-10030,2.5649493574615367,3.8066624897703196,9.57779188830681,1,1.1823582147900458,-0.026375763295479235,Champions
AH-10075,1.0986122886681098,4.174387269895637,9.804267115731877,1,2.131457855664957,0.34593037880730154,Champions
AH-10120,4.110873864173311,3.8501476017100584,9.203198517538539,1,0.6643595566698847,0.10528568281741164,Champions
AH-10195,3.912023005428146,4.110873864173311,9.443766221214613,1,1.3546029104095598,0.34460157377170303,Champions
AH-10210,1.9459101490553132,4.204692619390966,9.921658465977698,1,2.379657052958686,0.5142008751992544,Champions
AH-10465,4.2626798770413155,3.4965075614664802,9.053549790004853,2,0.09702245652973057,-0.07385895788486684,Loyal Customers
AH-10585,3.091042453358316,3.4965075614664802,9.118980400814271,1,0.32101633300548765,-0.3870528661272315,Champions
AH-10690,3.4339872044851463,4.204692619390966,9.697518245972477,1,1.925721591451657,0.47397717406673695,Champions
AH-120,3.091042453358316,2.1972245773362196,7.299176904040703,2,-1.0691539366712761,-1.0827044484842236,Loyal Customers
AH-195,5.631211781821365,2.8903717578961645,7.88328237537168,0,-1.6017194873356984,0.888866441894702,Lost Customers
AH-210,6.126869184114185,2.1972245773362196,8.09502231578773,0,-2.4344112405221767,2.057234768462505,Lost Customers
AH-30,6.150602768446279,2.5649493574615367,8.75163523371415,0,-2.081357237192818,2.3400342425794904,Lost Customers
AH-465,5.488937726156687,2.0794415416798357,6.479777655144562,0,-1.9440534229352993,0.40063606278982317,Lost Customers
AH-585,4.330733340286331,2.8903717578961645,7.71120066472209,2,-0.9282350482033078,-0.5518009502678733,Loyal Customers
AH-690,4.07753744390572,2.3978952727983707,7.505986102179518,2,-1.10987523386914,-0.7811698763094072,Loyal Customers
AH-75,3.6375861597263857,3.044522437723423,8.191280209127546,2,-0.5832998751100292,-0.7091614912664382,Loyal Customers
AI-10855,2.6390573296152584,3.713572066704308,9.03116613317684,1,0.5125195422642264,-0.37980877679826214,Champions
AI-855,5.318119993844216,2.3978952727983707,6.825431805672245,2,-1.6992236217179104,0.186966628004029,Loyal Customers
AJ-10780,3.8918202981106265,3.970291913552122,9.628199502557512,1,1.3565659910446972,0.3655140612893566,Champions
AJ-10795,4.143134726391533,3.9512437185814275,9.092465994648276,1,0.7087671333422597,0.13020881173455773,Champions
AJ-10945,3.367295829986474,3.7376696182833684,9.313620885929506,1,0.735795710740242,-0.12336738783729796,Champions
AJ-10960,3.8918202981106265,3.6635616461296463,9.063531911302329,1,0.3565175188337251,-0.14665962706344374,Champions
AJ-780,0.6931471805599453,3.332204510175204,7.852436752539859,2,-0.3472002787931924,-0.9242011842393594,Loyal Customers
AJ-795,3.6109179126442243,3.295836866004329,8.130524322012151,2,-0.4243945559461416,-0.6503193891567972,Loyal Customers
AJ-945,4.653960350157523,2.772588722239781,8.4891895233265,2,-0.8503598001393452,-0.2408750387880267,Loyal Customers
AJ-960,5.68697535633982,3.1354942159291497,8.440345839817208,0,-1.3334193849838862,1.1652110193784213,Lost Customers
AM-10360,2.772588722239781,4.189654742026425,9.725038264821784,1,1.9902530180301194,0.37942647086410314,Champions
AM-10705,3.258096538021482,4.276666119016055,10.094916035937992,1,2.8070246238974956,0.90690946358871,Champions
AM-360,5.170483995038151,2.5649493574615367,7.619148483803262,2,-1.441976207859912,0.07350900221590083,Loyal Customers
AM-705,4.919980925828125,2.1972245773362196,7.173782059013053,2,-1.4879307825062973,-0.2875136986632564,Loyal Customers
AO-10810,3.6109179126442243,3.9889840465642745,9.58457598287552,1,1.3691021032917625,0.2614125214768414,Champions
AO-810,2.0794415416798357,2.0794415416798357,6.186223027088948,2,-1.1390039156208112,-1.2438811315804925,Loyal Customers
AP-10720,3.7376696182833684,3.970291913552122,9.639721290228799,1,1.3970127229771376,0.32552382128919155,Champions
AP-10915,4.343805421853684,4.248495242049359,9.67274396270416,1,1.8158176776092758,0.8136678519948811,Champions
AP-720,3.6375861597263857,2.4849066497880004,6.9084540347954215,2,-1.081165879548255,-0.9568415094013623,Loyal Customers
AP-915,4.532599493153256,2.9444389791664403,7.889489122728269,2,-0.9192886422064983,-0.39799313675187264,Loyal Customers
AR-10345,3.4011973816621555,3.8918202981106265,9.558656209732009,1,1.2144583824504724,0.12966671043817615,Champions
AR-10405,4.007333185232471,3.784189633918261,9.100282259869186,1,0.5102550619140375,-0.024386591027079314,Champions
AR-10510,2.70805020110221,4.02535169073515,9.566537176824637,1,1.4809097878340867,0.11992391757179072,Champions
AR-10540,1.9459101490553132,3.1354942159291497,8.985313861506542,2,-0.020753085556545172,-0.6777785310138834,Loyal Customers
AR-10570,1.0986122886681098,3.5263605246161616,9.153415388301058,1,0.4456243614124035,-0.49085575019361516,Champions
AR-10825,3.1354942159291497,4.0943445622221,9.63639443866391,1,1.6627312061940234,0.2795165487406547,Champions
AR-345,4.955827057601261,2.833213344056216,7.741564865943012,2,-1.182410365986149,-0.0996156660363456,Loyal Customers
AR-405,5.407171771460119,2.0794415416798357,6.3493312805833515,2,-1.8846774535793331,0.2637368061930938,Loyal Customers
AR-510,4.653960350157523,2.772588722239781,7.878397065526268,2,-1.0513252883138975,-0.3539173672511709,Loyal Customers
AR-540,5.402677381872279,2.6390573296152584,6.332568896055757,2,-1.707391855967272,0.33291774554516657,Loyal Customers
AR-570,4.2626798770413155,2.8903717578961645,7.623289000558011,2,-0.927708850950439,-0.5963202334621446,Loyal Customers
AR-825,3.5263605246161616,2.6390573296152584,7.615747721342511,2,-0.9158606453578267,-0.9069029817945216,Loyal Customers
AS-10045,3.1780538303479458,3.871201010907891,9.441237339723019,1,1.064445326896341,-0.004896973176198583,Champions
AS-10090,2.772588722239781,4.174387269895637,9.616503417802479,1,1.8055258483893137,0.27911454971525224,Champions
AS-10135,3.7376696182833684,3.58351893845611,8.896758332374754,2,0.17378395327004723,-0.3013986985965038,Loyal Customers
AS-10225,2.5649493574615367,4.143134726391533,9.969645014044753,1,2.332739477424299,0.5559738944196453,Champions
AS-10240,2.5649493574615367,4.060443010546419,9.105831311505264,1,1.069446217293856,-0.1366417233428414,Champions
AS-10285,2.9444389791664403,3.9889840465642745,9.69158449327098,1,1.5806775682686502,0.21908796005364078,Champions
AS-10630,3.58351893845611,3.4657359027997265,9.19186469289468,1,0.30524933534257215,-0.2668425802996388,Champions
AS-135,4.532599493153256,2.302585092994046,8.28898935844549,2,-1.062718581101323,-0.4463042059977149,Loyal Customers
AS-225,1.0986122886681098,2.4849066497880004,6.15382783949493,2,-1.0064551343507273,-1.2285238673957042,Loyal Customers
AS-240,6.212606095751519,1.9459101490553132,7.431009348655053,0,-2.7801489615272295,2.23743662514993,Lost Customers
AS-285,4.605170185988092,3.2188758248682006,8.505011697368593,2,-0.5638638585631032,-0.15690515026379942,Loyal Customers
AS-45,5.455321115357702,2.6390573296152584,7.3885343935969,2,-1.6540638645162808,0.4704711806160865,Loyal Customers
AS-630,3.5263605246161616,3.2188758248682006,7.601407332072496,2,-0.5982988846969868,-0.7678362490204014,Loyal Customers
AS-90,3.091042453358316,2.0794415416798357,6.07811002383094,2,-1.1925702054688798,-1.1485292193544718,Loyal Customers
AT-10435,2.5649493574615367,3.713572066704308,9.521883406414771,1,0.9949243733773648,-0.11742093378465993,Champions
AT-10735,1.0986122886681098,3.912023005428146,9.471558202616393,1,1.23132323731455,-0.10644572948098698,Champions
AT-435,3.367295829986474,3.258096538021482,7.1616165723581116,2,-0.6160587344873211,-0.8262377790854588,Loyal Customers
AT-735,4.248495242049359,1.9459101490553132,6.0030224959417104,2,-1.392744873597588,-0.8273037353278536,Loyal Customers
AW-10840,2.833213344056216,4.110873864173311,9.488067219202819,1,1.5219830544870203,0.14297150968986092,Champions
AW-10930,3.58351893845611,3.6888794541139363,9.233271293211384,1,0.5756351396683196,-0.14352290156325004,Champions
AW-840,4.04305126783455,2.9444389791664403,7.5745584842024805,2,-0.8583365149955916,-0.6863777188580965,Loyal Customers
AW-930,3.6375861597263857,2.3978952727983707,6.663202936180353,2,-1.1299546910031772,-0.9806886172314103,Loyal Customers
AY-10555,2.70805020110221,3.4339872044851463,8.602932340133233,2,-0.04539037070434815,-0.6487037989481841,Loyal Customers
AY-555,3.58351893845611,3.044522437723423,8.038324785889703,2,-0.6225848300200677,-0.749185236969578,Loyal Customers
AZ-10750,4.2626798770413155,3.7612001156935624,9.173759475439008,1,0.48683994531264485,0.10944776363395702,Champions
AZ-750,3.295836866004329,3.295836866004329,7.7107774197435965,2,-0.4946400076038317,-0.7794627248663316,Loyal Customers
BB-10990,2.70805020110221,4.007333185232471,9.112234885941152,1,0.9803496788797705,-0.15804283968677102,Champions
BB-11545,3.367295829986474,4.060443010546419,9.667674827588105,1,1.6274890901649477,0.3206641409826226,Champions
BB-1545,3.912023005428146,1.9459101490553132,5.338633633209513,2,-1.3404183814751311,-0.9771313496895229,Loyal Customers
BB-990,3.9318256327243257,2.1972245773362196,6.71330607870927,2,-1.2300881047481984,-0.9133007609654404,Loyal Customers
BC-11125,3.5263605246161616,4.30406509320417,9.601736778371869,1,1.9845098480541346,0.5087596057148568,Champions
BC-1125,3.4011973816621555,2.70805020110221,5.984042068542339,2,-1.020399422964632,-1.0051542777375417,Loyal Customers
BD-11320,1.791759469228055,3.970291913552122,9.502358057061633,1,1.3448604118455476,-0.026481580420877796,Champions
BD-11500,2.995732273553991,3.7376696182833684,9.479668753666074,1,0.9484551603484034,-0.0844147311046433,Champions
BD-11560,2.0794415416798357,3.4339872044851463,9.143963334068587,1,0.3327448234680137,-0.49874555369607854,Champions
BD-11605,4.584967478670572,3.7612001156935624,9.12735674252844,1,0.3526881015410019,0.27599030060741886,Champions
BD-11620,3.912023005428146,3.713572066704308,8.968268813324224,1,0.34027450982511265,-0.1540260337575462,Champions
BD-11635,2.302585092994046,3.871201010907891,9.32649526514985,1,0.9900144232718674,-0.1722468235472817,Champions
BD-11725,1.6094379124341003,3.970291913552122,9.294573702097749,1,1.1211602187067173,-0.16127514803654,Champions
BD-11770,3.58351893845611,3.8918202981106265,9.227131140725577,1,0.8319328024315158,-0.03172416371167187,Champions
BD-1320,1.791759469228055,2.8903717578961645,7.542239973976665,2,-0.7143179067965746,-1.0588871060304654,Loyal Customers
BD-1500,5.988961416889864,1.3862943611198906,3.9711783130368286,0,-2.6648305752245003,1.4167866821848383,Lost Customers
BD-1560,4.51085950651685,1.9459101490553132,7.355653882445312,2,-1.3614042064546175,-0.621450606286351,Loyal Customers
BD-1605,5.62040086571715,1.9459101490553132,6.537618703927267,0,-2.088802069721293,0.6275557265357623,Lost Customers
BD-1620,4.770684624465665,3.332204510175204,7.979543326419649,2,-0.722193406173774,-0.09541920463667071,Loyal Customers
BD-1635,5.783825182329737,3.091042453358316,8.646511747493323,0,-1.3717927312403955,1.4161141743804455,Lost Customers
BD-1725,4.61512051684126,3.2188758248682006,8.532948423360743,2,-0.5547134680262339,-0.14279503669656604,Loyal Customers
BD-1770,5.476463551931511,2.833213344056216,8.133313238603886,2,-1.4225072327732793,0.6347469357052359,Loyal Customers
BE-11335,3.58351893845611,4.553876891600541,10.209464439635129,1,3.7072580005697695,1.4202003418820706,Champions
BE-11410,4.442651256490317,3.9318256327243257,9.714326859675447,1,1.295721724572228,0.6611521435296452,Champions
BE-11455,1.3862943611198906,4.174387269895637,9.778180832942157,1,2.085781741200491,0.3292007902787005,Champions
BE-1335,6.35088571671474,2.1972245773362196,7.1870137220787145,0,-3.0143059447429787,2.7617973311536286,Lost Customers
BE-1410,3.091042453358316,2.3978952727983707,7.528793488054528,2,-0.9764154137862304,-1.0377322083207068,Loyal Customers
BE-1455,4.990432586778736,1.791759469228055,7.201402027333917,2,-1.6069916225114038,-0.2540651940781144,Loyal Customers
BF-1005,6.5998704992128365,1.791759469228055,6.597190721337108,0,-3.7226247226559233,3.8261745918302337,Lost Customers
BF-1020,4.574710978503383,2.833213344056216,8.009029355281612,2,-0.960871406664965,-0.37833824218085094,Loyal Customers
BF-1080,5.3471075307174685,2.772588722239781,8.245166596619447,2,-1.3135311516174275,0.4397134348705584,Loyal Customers
BF-10975,3.58351893845611,3.7612001156935624,9.000332567735102,1,0.470681324905006,-0.21334826948581112,Champions
BF-11005,2.1972245773362196,4.174387269895637,10.05830252567172,1,2.5841111644139088,0.6543244768293105,Champions
BF-11020,2.772588722239781,3.8501476017100584,9.23036663112764,1,0.8467886674140911,-0.19543603551384842,Champions
BF-11080,3.258096538021482,3.713572066704308,9.223805479155994,1,0.6310692984182695,-0.20556834529089646,Champions
BF-11170,2.833213344056216,4.3694478524670215,10.01305203891297,1,2.8701554710706296,0.8365779448494156,Champions
BF-11215,3.295836866004329,4.007333185232471,9.470389535587605,1,1.291378832298328,0.12446652618142713,Champions
BF-11275,1.9459101490553132,3.8501476017100584,9.167390974471394,1,0.8220184931661555,-0.2900366459148505,Champions
BF-1170,5.267858159063328,2.1972245773362196,6.808951001923535,2,-1.7237540455034837,0.0907306517763941,Loyal Customers
BF-1215,4.770684624465665,2.1972245773362196,5.991262026602088,2,-1.5031733177374587,-0.4663855824089829,Loyal Customers
BF-1275,4.859812404361672,2.5649493574615367,6.918669501578011,2,-1.3700361583169272,-0.30728850281521647,Loyal Customers
BF-975,3.1354942159291497,3.044522437723423,7.456588572769685,2,-0.7005737253575809,-0.9095733908154704,Loyal Customers
BG-1035,6.398594934535208,0.6931471805599453,4.83163621176623,0,-3.4244017716345883,2.807260373795408,Lost Customers
BG-11035,3.367295829986474,4.204692619390966,9.898482417720327,1,2.260363961429694,0.6442861370554926,Champions
BG-11695,2.302585092994046,3.6888794541139363,9.280269373956225,1,0.7112764341296086,-0.30026457471386253,Champions
BG-11740,1.9459101490553132,3.784189633918261,9.594945584076523,1,1.196872069585232,-0.06839368091952748,Champions
BG-1695,3.8066624897703196,2.3978952727983707,6.194099221790651,2,-1.1810010243091034,-0.9466606129908465,Loyal Customers
BG-1740,2.833213344056216,2.6390573296152584,6.541684907345856,2,-0.9771431407262796,-1.0937460624537856,Loyal Customers
BH-11710,3.1780538303479458,4.2626798770413155,10.066385647641537,1,2.7233218369601038,0.8454972694832925,Champions
BH-1710,4.543294782270004,3.332204510175204,8.4303896473733,2,-0.4876357295988801,-0.1785946793879038,Loyal Customers
BK-11260,3.295836866004329,4.060443010546419,9.495195002980026,1,1.4081574820788494,0.17936483253539584,Champions
BK-1260,3.713572066704308,2.0794415416798357,5.678683446156738,2,-1.2721446765373685,-1.022991543722665,Loyal Customers
BM-11140,2.1972245773362196,4.219507705176107,10.139084939901752,1,2.849080995020331,0.792579762983276,Champions
BM-1140,2.6390573296152584,2.4849066497880004,7.527627217495461,2,-0.9194689832200352,-1.0810008979954122,Loyal Customers
BM-11575,3.5553480614894135,3.7612001156935624,9.244967191648103,1,0.6773458680395027,-0.10606329755388448,Champions
BM-11650,3.5263605246161616,4.174387269895637,9.610591650332054,1,1.7344443684440658,0.4004664473607213,Champions
BM-11785,1.0986122886681098,4.23410650459726,9.822703268712957,1,2.2783600532522463,0.4141766526497034,Champions
BM-1575,3.713572066704308,2.6390573296152584,7.441309832477139,2,-0.9697759298754052,-0.8744887517803592,Loyal Customers
BM-1650,6.1779441140506,2.70805020110221,7.8391734125716175,0,-2.4107972116494305,2.26405236631469,Lost Customers
BM-1785,3.8918202981106265,2.833213344056216,7.716613127104086,2,-0.8616253131557186,-0.7527392539924755,Loyal Customers
BN-11470,2.4849066497880004,4.060443010546419,10.059597905805619,1,2.372586713466009,0.5874068330288391,Champions
BN-11515,2.302585092994046,4.04305126783455,9.237296325666827,1,1.1652996428012776,-0.10601727919663564,Champions
BN-1470,3.1354942159291497,2.6390573296152584,7.946211252827639,2,-0.8054236152615357,-0.9433761570176388,Loyal Customers
BN-1515,3.332204510175204,2.302585092994046,7.866262999919057,2,-0.9590016054413126,-0.9705622718298784,Loyal Customers
BO-11350,4.718498871295094,3.5553480614894135,8.919620984884093,2,-0.08535152311519968,0.18384872887564316,Loyal Customers
BO-11425,1.791759469228055,3.784189633918261,9.422025365650795,1,0.9894209487219675,-0.19404720671964928,Champions
BO-1350,3.091042453358316,2.6390573296152584,6.425251446720597,2,-1.001558002753694,-1.062664063016637,Loyal Customers
BO-1425,0.6931471805599453,2.70805020110221,7.890678712666014,2,-0.7165224436898853,-1.0851901201272502,Loyal Customers
BP-1050,2.4849066497880004,3.044522437723423,8.513695481554683,2,-0.3680025522268987,-0.8210969491274367,Loyal Customers
BP-1095,2.4849066497880004,2.772588722239781,7.4734485614775865,2,-0.8048969397945431,-1.0488663206893025,Loyal Customers
BP-11050,1.791759469228055,3.6375861597263857,8.595040276936118,2,0.18602518568754017,-0.6243758040186034,Loyal Customers
BP-11095,1.0986122886681098,4.02535169073515,9.02748302367159,1,0.984892291679209,-0.26664069276350083,Champions
BP-11155,3.4965075614664802,3.871201010907891,9.524942583506355,1,1.1323665530415092,0.11397594102385365,Champions
BP-11185,0.6931471805599453,4.02535169073515,9.640630228334661,1,1.6257752675332353,0.08489050841948526,Champions
BP-11230,3.6888794541139363,3.7612001156935624,9.439435266861642,1,0.8607885352141286,0.04193777740724744,Champions
BP-11290,2.5649493574615367,3.9318256327243257,9.429467852061258,1,1.1769858409284846,-0.050976189939743656,Champions
BP-1155,5.568344503761097,2.4849066497880004,7.013717613510653,0,-1.8561207959307768,0.6149732444372711,Lost Customers
BP-1185,1.6094379124341003,2.995732273553991,7.266559155135647,2,-0.693695046851572,-1.0634427074700958,Loyal Customers
BP-1230,4.430816798843313,3.258096538021482,8.721926387373733,2,-0.3704814717591321,-0.19513355705414656,Loyal Customers
BP-1290,5.91350300563827,1.791759469228055,5.951527577504281,0,-2.4750279275679152,1.2564285765766323,Lost Customers
BS-11365,0.0,4.110873864173311,10.023580183910704,1,2.4236621927597843,0.5067537662525086,Champions
BS-11380,3.367295829986474,4.0943445622221,9.81503759401137,1,1.9125426974075714,0.47381289011709343,Champions
BS-11590,3.58351893845611,3.9318256327243257,9.337817249709712,1,0.9977840270613405,0.05437369518635429,Champions
BS-11665,3.4011973816621555,3.9318256327243257,9.768233591427743,1,1.5713762450492759,0.3232388319263942,Champions
BS-11755,0.6931471805599453,4.276666119016055,9.773291135550368,1,2.2887555760262193,0.4002717982211425,Champions
BS-11800,2.302585092994046,3.8066624897703196,9.295435996750479,1,0.8716317254607754,-0.22804740086324232,Champions
BS-1365,3.6375861597263857,2.1972245773362196,6.865505181875307,2,-1.1722908278924227,-0.9973097055388697,Loyal Customers
BS-1380,4.882801922586371,2.0794415416798357,6.153706688303409,2,-1.5749637115787798,-0.37768824544612034,Loyal Customers
BS-1590,5.472270673671475,2.1972245773362196,6.709852970221159,2,-1.8856797216111627,0.394022421258694,Loyal Customers
BS-1665,5.030437921392435,3.091042453358316,8.537565852290832,2,-0.8221403498563504,0.18364637360285435,Loyal Customers
BS-1755,5.69035945432406,2.5649493574615367,7.427001351056272,0,-1.894711824438633,0.8944133388489024,Lost Customers
BS-1800,2.4849066497880004,3.258096538021482,8.758703673240367,2,-0.09737277230614641,-0.6868507917260595,Loyal Customers
BT-11305,3.367295829986474,3.970291913552122,9.242112257521937,1,0.9867723015022034,-0.021754561775486597,Champions
BT-11395,3.367295829986474,3.8066624897703196,9.336843410986058,1,0.8466742359754564,-0.07178787926737829,Champions
BT-11440,3.9512437185814275,3.5263605246161616,9.01978204594341,2,0.16704459383185552,-0.20836619963858474,Loyal Customers
BT-11485,3.4339872044851463,3.970291913552122,9.091449909098568,1,0.8492005930274542,-0.08121202160090124,Champions
BT-11530,3.5263605246161616,3.8066624897703196,9.5330988606799,1,1.0516856720290522,0.08834554676711012,Champions
BT-11680,2.9444389791664403,3.970291913552122,9.553132815375747,1,1.3623782453476945,0.09989182941796776,Champions
BT-1305,3.4657359027997265,2.9444389791664403,7.175459108718253,2,-0.8286953365201746,-0.8937810036728998,Loyal Customers
BT-1395,3.5263605246161616,1.9459101490553132,6.108909747926825,2,-1.262496790624273,-1.0767096039066193,Loyal Customers
BT-1440,4.543294782270004,3.044522437723423,7.66554956853378,2,-0.9130070192335991,-0.39268952298577586,Loyal Customers
BT-1485,4.584967478670572,2.6390573296152584,7.939149548751628,2,-1.070056101557377,-0.4200019241445442,Loyal Customers
BT-1530,5.8664680569332965,2.4849066497880004,7.3374452480254995,0,-2.1365934818135517,1.2728462797591567,Lost Customers
BT-1680,4.060443010546419,1.9459101490553132,6.695007503850047,2,-1.31418304059068,-0.8906696420189426,Loyal Customers
BV-11245,3.8066624897703196,3.9889840465642745,9.937051817336986,1,1.8966690929776644,0.6298713890954024,Champions
BV-1245,4.859812404361672,2.1972245773362196,6.529804165474013,2,-1.5159181505231218,-0.37496091498197864,Loyal Customers
BW-1065,3.1354942159291497,2.3978952727983707,9.108139304446082,2,-0.33173847768726783,-0.6661408119569053,Loyal Customers
BW-11065,3.9318256327243257,3.7376696182833684,9.037183399793893,1,0.41652380427880836,-0.10576945447016088,Champions
BW-1110,5.220355825078324,2.772588722239781,7.437106244073543,2,-1.4168519579014178,0.1575195355536789,Loyal Customers
BW-11110,4.007333185232471,4.406719247264253,10.329232837294319,1,3.5747802409697824,1.5627335051153854,Champions
BW-11200,3.713572066704308,4.007333185232471,9.381210703037546,1,1.142247174409524,0.16606327963919687,Champions
BW-1200,4.897839799950911,2.70805020110221,8.041353686525794,2,-1.1398138502709494,-0.14016688533070393,Loyal Customers
CA-11965,2.9444389791664403,3.7376696182833684,9.957574208354394,1,1.6772840183671136,0.3165856968045066,Champions
